type,cityBuilding,area,years ,num_Buildings,occupancy,site_EUI,wn_Site_n_Gas_Use,wn_Site_Electricity,water_Use,target
K-12 School,1,181200,55,1,100,83,107916.2,1042799.8,11878.6,924.6
K-12 School,1,130800,94,1,100,76.8,74928.8,529821.6,0,612.6
K-12 School,1,87440,89,1,100,58.6,39106.2,248800,21506.1,309
K-12 School,1,88800,94,1,100,80.7,51304.1,341600,1515479.5,435.3
K-12 School,1,154800,80,1,100,63.6,58091.8,927919.8,6646.1,640.8
K-12 School,1,66000,83,1,100,72.3,28587.6,503962.3,3194.3,313.9
K-12 School,1,228000,107,1,100,41.3,648,793199.9,10140.7,726.6
K-12 School,1,247200,44,1,100,42.9,58058.5,1389428,18337.4,714.8
K-12 School,1,182400,88,1,100,47.7,61739.8,805199.9,7022.7,548.6
K-12 School,1,109200,69,1,100,61.2,3158,423519.9,0,504.5
K-12 School,1,111600,53,1,100,68.9,1776,410698,11022.9,587.8
K-12 School,1,106800,57,1,100,80.5,966,417200,11498.2,658.9
K-12 School,1,181200,60,1,100,66.4,447,719999.9,12036.3,927.4
K-12 School,1,189600,51,1,100,71.6,6,818199.9,6269.5,1037.1
K-12 School,1,108000,53,1,100,69.7,401,421470.6,23130.2,579.2
K-12 School,1,460800,115,1,100,89,288264.3,2226799.8,30181.6,2516.8
K-12 School,1,111680,76,1,100,59.8,49722.5,494399.9,3672.2,408
K-12 School,1,156175,71,1,100,87.7,92545.4,1067199.8,6619.2,858.5
K-12 School,1,118965,93,1,100,76.6,56148.6,691999.9,9493,581.6
K-12 School,1,93480,89,1,100,54.7,1915.4,310400,543,386.5
K-12 School,1,91260,119,1,100,64.6,40608.8,438879.9,5482.5,366.8
K-12 School,1,70925,58,1,100,86.5,3,570559.9,7294.1,475.6
K-12 School,1,152525,63,1,100,44.3,1150,589797.9,10330.7,519.6
K-12 School,1,307200,88,1,100,67.1,1440,1514959.3,10037.9,1596.4
K-12 School,1,291600,94,1,100,69.4,158973.6,1236799.9,22480,1208.5
K-12 School,1,56560,88,1,100,63.1,15591.1,341680,9308.6,243.9
K-12 School,1,265325,89,1,100,68.6,144076.8,1095999.8,7571.1,1085.4
K-12 School,1,328800,67,1,100,73.6,33824.9,2507959.6,42169.5,1824.7
K-12 School,1,279357,77,1,100,57.5,437.7,1226599.9,2562.9,1235.1
K-12 School,1,595200,48,2,100,43.6,1835,1726598.6,43449.6,1913.7
K-12 School,1,326600,56,1,100,54.2,2840,1299199.8,10771.8,1368.9
K-12 School,1,345250,24,1,100,87.5,110806.8,5538399.4,25673.5,2200.8
K-12 School,1,197423,18,1,100,80.4,36371.7,3144788.9,8815.9,1215
K-12 School,1,27660,90,1,100,67.1,8916.4,273360,2430.2,128.1
K-12 School,1,63600,65,1,100,67.2,11558.2,909406.6,1485,325.2
K-12 School,1,51680,88,1,100,69.8,20861.2,298400,12539.7,235.9
K-12 School,1,87660,88,1,100,38.9,22275,221251.3,7962.3,215.7
K-12 School,1,85200,54,1,100,52,26513.6,550799.9,5623.8,294.7
K-12 School,1,108125,45,1,100,40.7,20871,535199.9,3609.3,302.8
K-12 School,1,505780,39,1,100,51.1,839,2898399.7,30951.7,2018.2
K-12 School,1,79375,55,1,100,51.3,28341.2,393839.9,5055.2,258.7
K-12 School,1,107125,18,1,100,78.4,36518.5,1299292.4,18657.1,597.1
K-12 School,1,172800,87,1,100,79.7,29832.6,1320766.5,4685.2,1005.7
K-12 School,1,105700,50,1,100,79.4,646,406799.9,15316,643.1
K-12 School,1,237600,44,1,100,51,44836.7,2203199.7,41899.6,881.2
K-12 School,1,164525,62,1,100,56.2,2530,755038.5,861.4,708.4
K-12 School,1,159775,62,1,100,53.3,504,831599.9,22535.1,660.1
K-12 School,1,98400,53,1,100,47.4,34103.2,363600,0,286.8
K-12 School,1,210175,45,1,100,48.5,1055.3,1086116.6,12593.6,793.4
K-12 School,1,87680,119,1,100,64.6,38580,503485.7,0,355.5
K-12 School,1,122525,60,1,100,51.9,3975.4,472400,4705.4,484.9
K-12 School,1,110575,69,1,100,45.6,31470,553279.3,11381.9,327.5
K-12 School,1,99481,62,1,100,44.9,2760,452319.9,6686.4,342
K-12 School,1,135965,73,1,100,93.2,107140,540057.2,842.7,730.9
K-12 School,1,80480,89,1,100,75.5,43757.8,338720,44.8,370.1
K-12 School,1,363130,81,1,100,59.5,6,1509772.9,32086.3,1528.6
K-12 School,1,91300,25,1,100,62.4,29743,784438.6,10228,388.9
K-12 School,1,158875,82,1,100,68.3,69668.7,914799.9,5578.8,690.4
K-12 School,1,207600,47,1,100,46.7,59156.9,1074499.3,1218.7,630.9
K-12 School,1,66080,44,1,100,62.1,26,332800,182288.9,319.4
K-12 School,1,1219200,49,5,100,52.2,3705.1,12126881.7,60407.6,4978.4
K-12 School,1,93516,29,1,100,89.4,38725.5,1187245.1,5.6,580.7
K-12 School,1,125583,22,1,100,90.1,72836.6,1127612.9,93249,727
K-12 School,1,39600,93,1,100,53.8,1196.9,197240,2767.1,162.7
K-12 School,1,122400,60,1,100,61.9,52010.1,357588,9133.2,464.8
K-12 School,1,38400,119,1,100,60.9,15921.1,223440,346.4,148.4
K-12 School,1,121200,55,1,100,54.5,4236,451199.9,16276,502.6
K-12 School,1,186000,79,1,100,60.2,77734.4,750959.9,19606.2,693.6
K-12 School,1,134400,113,1,100,64.8,60800.2,605999.9,5.6,539.5
K-12 School,1,82800,99,1,100,58.9,1238,410159.1,799.6,377.7
K-12 School,1,78000,124,1,100,63.5,26327.4,500959.9,10177.1,329.6
K-12 School,1,108000,117,1,100,60.9,1936,427039.9,7406.4,504.4
K-12 School,1,165600,99,1,100,58.8,1208,590799.9,8907.6,749.2
K-12 School,1,81600,111,1,100,92,37019.5,368000,793.2,492.8
K-12 School,1,122400,110,1,100,65.8,57595.3,474719.9,5618650.7,492.4
K-12 School,1,102000,111,1,100,62.4,35978.3,419725.9,8649.7,411.2
K-12 School,1,98500,110,1,100,54.6,35585.2,428521.6,7806.1,338.9
K-12 School,1,54060,99,1,100,60.4,18363.2,351280,490136.3,215.8
K-12 School,1,124925,88,1,100,61.4,2231,787999.9,4599.6,592.4
K-12 School,1,79325,68,1,100,78.3,42991,367199.9,15606.5,383.6
K-12 School,1,96575,88,1,100,71.2,54386.1,409120,5593.6,409.1
K-12 School,1,111725,82,1,100,87.8,71012.3,517599.9,8072.4,596.8
K-12 School,1,74400,10,1,100,155.3,49847,1896986.6,5631.1,822.6
K-12 School,1,80500,88,1,100,59.2,27555,403679.9,0,309.7
K-12 School,1,106800,89,1,100,79,57441.9,527359.9,17099.9,523
K-12 School,1,93600,109,1,100,85.1,56871.1,519839.9,18843.5,490.9
K-12 School,1,93600,89,1,100,104.2,70558.9,521599.9,9243.7,592.7
K-12 School,1,128400,95,1,100,56.6,51028.6,581799.9,17362.9,456.2
K-12 School,1,168000,79,1,100,57.4,70132.2,753599.9,4510.2,593.1
K-12 School,1,129665,88,1,100,100.9,74744.1,1383999.9,9688.2,862.1
K-12 School,1,98400,59,1,100,71.8,392,323520,3020.4,541.3
K-12 School,1,175200,99,1,100,64.7,64656,1184857.6,5187.6,747.1
K-12 School,1,242400,109,1,100,77.5,123015.9,1482000,17116.9,1187.8
K-12 School,1,297600,79,1,100,53.7,12065,1690399.9,15858.5,1220.9
K-12 School,1,231000,79,1,100,31.3,1483,1381499.8,12873.1,563.9
K-12 School,1,180000,108,1,100,75.1,69205.4,1399133,7485.1,906.8
K-12 School,1,63425,92,1,100,61.2,21717.2,526399.9,2847.7,263
K-12 School,1,110400,24,1,100,59.7,29136.3,923599.8,3445.3,463.4
K-12 School,1,62180,46,1,100,140.4,55559.2,821005.4,8656.7,557.7
K-12 School,1,48400,108,1,100,124.3,35471.2,723792.7,16888.1,398.7
K-12 School,1,25400,99,1,100,105.2,12562.2,419048.4,9413,187.3
K-12 School,1,116105,91,1,100,89.5,30803.8,1166799.9,9126.7,747.7
K-12 School,1,161175,68,1,100,70.6,3478,966062.3,1380.9,879.7
K-12 School,1,98342,79,1,100,74,44956.4,679999.9,4057,469
K-12 School,1,68480,91,1,100,71.8,30784,293520,3947.8,310.1
K-12 School,1,44460,88,1,100,80.8,23969.7,224160,5590.2,223.8
K-12 School,1,107464,64,1,100,74.7,43781,782469.6,696005.5,531.3
K-12 School,1,90060,71,1,100,65.7,4582,366473.9,4068.5,447.4
K-12 School,1,101700,62,1,100,78.5,812.7,364461,2538.6,611.3
K-12 School,1,87860,71,1,100,61.6,17.3,347171,5488.4,418.4
K-12 School,1,168125,63,1,100,66.8,7731,767940.3,12761.8,852.8
K-12 School,1,110417,54,1,100,51.2,34401,646399.9,3820.8,369.9
K-12 School,1,105050,54,1,100,46.6,37004.5,349440,5453.8,297.4
K-12 School,1,88217,64,1,100,64.2,22.2,316800,3855.5,431.7
K-12 School,1,122575,38,1,100,69.1,731,845802.4,2851.1,663.8
K-12 School,1,160975,62,1,100,66.4,3001.3,632852.2,2.7,819.1
K-12 School,1,147725,64,1,100,58.3,3102,516235.4,3671.1,658.3
K-12 School,1,180175,56,1,100,43.8,839.7,655599.9,60.4,613.5
K-12 School,1,307200,88,1,100,60.7,141405.9,983199.9,8857.6,1120.4
K-12 School,1,256800,88,1,100,86.5,530,976799.9,0,1702.6
K-12 School,1,176600,53,1,100,47.9,3580.9,629199.9,3953.7,583.5
K-12 School,1,94900,21,1,100,69.2,25902.3,1097006.7,6540.5,472.3
K-12 School,1,74400,88,1,100,68,37797.9,420343,4352.9,313.6
K-12 School,1,110400,51,1,100,44.6,4511,456239.9,2672.2,375.7
K-12 School,1,88800,69,1,100,60,611,356200,5613,411.4
K-12 School,1,88739,91,1,100,71.8,45121.5,375918.9,10003.9,390.9
K-12 School,1,164751,60,1,100,55.5,1131,593119.9,12.7,697.6
K-12 School,1,66080,65,1,100,28.2,2092,390960,596,147.6
K-12 School,1,74080,119,1,100,68.2,33837.2,411979.3,1010,318.6
K-12 School,1,112800,53,1,100,17.3,5230.8,416480,3905.9,148.2
K-12 School,1,104525,47,1,100,63.9,744,386400,0,507.9
K-12 School,1,87680,119,1,100,69.3,43235.4,502399.9,7778.2,231.7
K-12 School,1,155375,115,1,100,57.5,59014.7,777586,4890.7,565.6
K-12 School,1,50700,117,1,100,66.9,25312.6,249732,153.9,207
K-12 School,1,450200,106,1,100,71.2,1778,1611199.7,16910.5,2225.8
K-12 School,1,45060,91,0,100,20.6,0,272875.2,106.9,78.7
K-12 School,1,112800,77,1,100,85.5,60746.2,1039599.9,50625.2,624.1
K-12 School,1,524950,46,1,100,58.9,741,4652901.2,77631.5,2341.3
K-12 School,1,186000,44,1,100,53.5,715.6,1493656.5,21230.5,790.7
K-12 School,1,25260,119,1,100,87.6,10743.1,326195.6,3402.2,152.8
K-12 School,1,85260,118,1,100,66.3,37823.9,374400,0,353
K-12 School,1,96700,97,1,100,67.6,1659,511639.9,16574.8,505.1
K-12 School,1,107125,95,1,100,86.2,2627.9,723999.9,1.1,706
K-12 School,1,143250,92,1,100,65.8,69164.1,593999.9,2629.1,576.6
K-12 School,1,345850,92,1,100,44.1,722,1495999.9,9640.7,1182.6
K-12 School,1,70800,48,1,100,112.3,39431.2,1132518.3,173232.1,545.3
K-12 School,1,156125,28,1,100,106,57695.4,2195999.7,13295.6,1184.2
K-12 School,1,126600,106,1,100,60.1,35579.1,1172898,5265.7,532.7
K-12 School,1,96000,53,1,100,60.3,43177.3,475600,1046.4,358.7
K-12 School,1,139200,63,1,100,55.9,688,478399.9,1154,600
K-12 School,1,99600,62,1,100,64.7,3526.5,486559.9,2025.8,488.4
K-12 School,1,184800,58,1,100,55.5,1485,695741.1,13259.8,791.8
K-12 School,1,130800,54,1,100,57,59357,461199.9,20011.1,445.4
K-12 School,1,136440,86,1,100,66.4,39878.2,727999.9,7774.4,456.5
K-12 School,1,147600,79,1,100,70.2,65903.2,900811.9,7343.8,661.2
K-12 School,1,144000,118,1,100,67.6,4867,674879.9,3651.3,736.1
K-12 School,1,134400,49,1,100,55.1,47945.9,531199.9,7285.6,468.3
K-12 School,1,111600,48,1,100,71.3,50965.9,407599.9,5824.4,496.8
K-12 School,1,52800,99,1,100,66.9,22050.6,258240,4510.5,224.7
K-12 School,1,114100,54,1,100,41.2,30449.5,406999.9,7566,299.6
K-12 School,1,132060,95,1,100,69.6,10139.8,526399.9,7854.8,686.1
K-12 School,1,85280,69,1,100,40.5,17894,487199.9,3621,235.8
K-12 School,1,142925,88,1,100,59,65484.3,381400,9078.4,500.7
K-12 School,1,122400,90,1,100,61.1,46778.9,611999.9,8035.6,481.3
K-12 School,1,129600,89,1,100,54.7,40795.8,725599.9,87.3,468.6
K-12 School,1,91200,79,1,100,78.9,1753,374579.3,14273.8,550.2
K-12 School,1,26510,58,1,100,109.4,14179.7,260277.3,1964.1,194.3
K-12 School,1,153600,84,1,100,100.1,24628.3,1696799.7,4693,1152.1
K-12 School,1,157200,89,1,100,67.7,4214,683519.9,0,805.2
K-12 School,1,97200,60,1,100,54.3,29554.9,317280,10358.9,340.5
K-12 School,1,144300,88,1,100,95.8,82249,1459798,9029.9,911
K-12 School,1,339600,54,1,100,59.6,1286,912939.2,3304.3,1446.2
K-12 School,1,141600,43,1,100,61.4,11,684799.9,53936.1,676.1
K-12 School,1,180000,44,1,100,64.8,75282,1204827,0,749.8
K-12 School,1,111675,51,1,100,72.7,36516.1,1289627.9,9933.1,572.4
K-12 School,1,66060,79,1,100,87.9,34397.6,508891.6,6051.6,376.2
K-12 School,1,108100,54,1,100,53.4,31751.8,551599.9,11421,380.4
K-12 School,1,237892,71,1,100,49.7,6008,1294082.5,0,918.7
K-12 School,1,62500,119,1,100,61.8,13472.6,528759.9,6148.7,224.9
K-12 School,1,138004,88,1,100,76.6,69095.7,901963.6,12734.4,670.4
K-12 School,1,75700,62,1,100,59,2720.5,315200,3645.3,337.1
K-12 School,1,86480,52,1,100,55.4,3818,397199.9,4497.9,364.8
K-12 School,1,120648,65,1,100,76.7,18.2,549760,7677.4,706
K-12 School,1,115450,67,1,100,74.1,482,671999.9,28756.8,664.2
K-12 School,1,76975,69,1,100,62.6,1788.9,433216.9,9845.6,372.8
K-12 School,1,240175,68,1,100,45.4,14326,1414799.9,13874.8,829.8
K-12 School,1,334220,69,1,100,76.5,1627,969423.9,20519.8,1904.5
K-12 School,1,312200,80,1,100,57.5,136481.4,1228799.9,12557,1086.6
K-12 School,1,146778,117,1,100,66.1,74013,673679.9,341.3,587.8
K-12 School,1,287195,61,1,100,43.1,2533,995199.9,7095.5,957.8
K-12 School,1,16160,74,1,100,108.8,11077.2,184949.8,1144.1,113.9
K-12 School,1,34560,89,1,100,104.2,19628.7,476760.8,2898.1,242.9
K-12 School,1,57560,109,1,100,68.1,14769.3,712274.8,2126.4,284.9
K-12 School,1,117568,81,1,100,29.7,7919,783789.7,9932.5,270.3
K-12 School,1,100880,21,1,100,74,24815.9,1220412,7556,545
K-12 School,1,55020,18,1,100,57.5,11493.4,443599.9,3703.3,226.4
K-12 School,1,117126,18,1,100,58,21651,1077206.1,11187.4,498.1
K-12 School,1,43260,94,1,100,94.8,19097.1,434720.6,4017.8,281.3
K-12 School,1,198175,36,1,100,71.8,932,884902.6,6037.9,1064.8
K-12 School,1,182525,62,1,100,53.8,1160.1,878994.6,0,758.2
K-12 School,1,111700,67,1,100,69.9,11.2,510099.9,166.9,604.2
K-12 School,1,163300,64,1,100,56.1,1195,673004.8,928.3,709
K-12 School,1,88375,62,1,100,82.4,976,457919.9,24607.6,560.7
K-12 School,1,186175,55,1,100,59.7,1415,713999.9,12351.4,856.9
K-12 School,1,105725,57,1,100,71.6,460,514999.5,14051.1,585.8
K-12 School,1,91300,67,1,100,52.9,914.8,410959.9,677.1,344.9
K-12 School,1,110400,58,1,100,41.7,33046.7,372905.4,30.8,284.9
K-12 School,1,183775,53,1,100,39.6,700.8,787199.9,21063.8,531.2
K-12 School,1,115375,96,1,100,71.1,65853.4,473860.6,5937.1,349.8
K-12 School,1,153600,51,2,100,40.4,39191.7,666399.9,0,401.6
K-12 School,1,122684,91,1,100,79.9,4416.6,560011.9,8321,738.2
K-12 School,1,66266,19,1,100,56.8,19034.3,467182.6,5505.7,255.7
K-12 School,1,107460,120,1,100,70.1,52457.2,662079.9,14150.7,471.2
K-12 School,1,91300,94,1,100,66.5,2896,452451.9,5819.6,460.8
K-12 School,1,193200,55,1,100,59.7,1789,808476.9,305.4,890.5
K-12 School,1,115466,113,1,100,45.3,28090.1,483999.9,2621.6,346
K-12 School,1,104400,55,1,100,61.7,5485,235600,11442.3,475
K-12 School,1,98400,69,1,100,56.8,39765.7,486799.9,5084.3,349.4
K-12 School,1,168000,63,1,100,57.7,74437.6,681599.9,0,588.6
K-12 School,1,90000,18,1,100,71.4,42249.7,476800,4356.3,404.2
K-12 School,1,114000,50,1,100,40.9,1392,449099.9,12520.7,362.6
K-12 School,1,100800,93,1,100,68,44287,388320,8226,429.3
K-12 School,1,170400,88,1,100,42.3,49983,438799.9,9098,444.5
K-12 School,1,93600,94,1,100,69.8,40273.7,553599.9,4980.3,420.2
K-12 School,1,112900,96,1,100,97.1,50652.3,1380842.8,15645.9,757.2
K-12 School,1,85300,80,1,100,59.6,33200.4,243862.4,1324.7,315.5
K-12 School,1,132000,95,1,100,87.9,64248,1087200,9157.1,763.5
K-12 School,1,122400,91,1,100,91.1,81277.3,660799.9,8638.5,678.1
K-12 School,1,121200,88,1,100,75.1,36097.9,1405599.8,7364.6,651.9
K-12 School,1,104400,90,1,100,73,49162.3,621134.5,18354.2,483
K-12 School,1,91200,69,1,100,89.2,1566,316400,18476.7,619
K-12 School,1,87600,66,1,100,74,44860.9,390563.5,4310.9,400.5
K-12 School,1,92480,119,1,100,63.5,41159,515183.3,676,367.6
K-12 School,1,99600,54,1,100,72.2,3662.9,479200,10996.4,548.8
K-12 School,1,122400,92,1,100,59.4,1923,494999.9,7817.3,558.9
K-12 School,1,298800,88,1,100,63.9,135568.7,1338818.7,11007.7,1175.3
K-12 School,1,297600,64,1,100,72.3,147463.3,1325199.9,13043.5,1330.1
K-12 School,1,86330,88,1,100,45.4,3836.4,660999.9,111.9,306.4
K-12 School,1,115200,21,1,100,69.5,34408.9,1185336.7,4851.3,563.3
K-12 School,1,110400,19,1,100,90.9,51464.3,1225203.8,8200.3,684.9
K-12 School,1,192480,29,1,100,54.5,58254,1361199.9,9905.2,703.8
K-12 School,1,120984,88,1,100,96.5,64472.7,1319464.7,660.3,777.5
K-12 School,1,69660,97,1,100,64.3,30511.6,290880,1524.9,277.8
K-12 School,1,79177,80,1,100,54.3,7391.4,506072.6,2391.6,323.3
K-12 School,1,98460,56,1,100,50.2,26456,485159.9,3848.4,328.1
K-12 School,1,83125,89,1,100,67.8,1065.4,308400,132.6,427.2
K-12 School,1,92575,61,1,100,96.4,1128.9,433281.7,6682,683.4
K-12 School,1,87600,61,1,100,66.4,1318.8,321913.2,31398.1,445
K-12 School,1,112800,67,1,100,70.8,12950.4,890400,17582.8,601
K-12 School,1,87725,70,1,100,40.4,629.9,291960,1016.9,274.2
K-12 School,1,102405,57,1,100,42.1,2673.5,301754.2,8773.2,328.2
K-12 School,1,12710,90,1,100,65.8,5792.6,71700,1566.8,52.2
K-12 School,1,364800,59,1,100,63.8,8264,2306971.8,14526.7,1807.3
K-12 School,1,184975,47,1,100,47.8,983.6,601599.9,4942.7,622
K-12 School,1,73232,88,1,100,80.3,39946,353740.6,6935.8,364.7
K-12 School,1,110600,54,1,100,56.5,7,545759.9,16336.4,483.3
K-12 School,1,96327,62,1,100,66.3,40129.8,597599.9,0,413.9
K-12 School,1,22080,46,1,100,53.2,1987,103760,1503.8,86.6
K-12 School,1,196100,60,1,100,39.8,54641.7,547519.9,7118.2,488.2
K-12 School,1,406800,89,1,100,62.5,11011.2,2140799.9,114241.7,1958.4
K-12 School,1,114125,22,1,100,69.2,36294.9,1085692.2,1568.2,551.9
Office,0,2030239,56,1,100,102,282825.3,21046107.3,28063.3,14684
College/University,0,137591,15,2,100,119.8,85988,2269919.6,8372,1122.9
Office,0,110032,90,1,90,74.3,36120.7,1355975.8,2567.5,580.6
Office,0,110032,90,1,90,74.3,36120.7,1355975.8,2567.5,580.6
Office,0,275252,14,1,100,67.7,59800.2,3702249.4,3908.8,1388.9
Hospital (General Medical & Surgical),0,590371,41,1,100,327,1231842.1,18256162,95264.5,12349.4
Stadium (Open),0,1242968,10,1,100,89.2,357238.8,21920623,24984.9,8243.8
Office,0,332960,90,1,100,74.6,99399.1,4330493.9,4640.1,1789.6
Vocational School,0,92705,14,1,100,72,32032.8,1009430.1,1196.1,463.7
K-12 School,1,81600,16,1,100,122.8,40503,1532799.9,7823.7,710.6
K-12 School,1,41460,89,1,100,57.4,11613.7,284200.4,2206,163.3
K-12 School,1,27660,93,1,100,57.6,11686.7,78480,1.7,97.1
K-12 School,1,114125,121,1,100,65.9,8,498000,0,530.1
K-12 School,1,133325,108,1,100,74.8,61052.2,640999.9,4873.4,633.6
K-12 School,1,275000,78,1,100,61.5,122831.6,962719.9,17464.5,1032.7
K-12 School,1,84903,31,1,100,78.8,401,597036.7,12965.5,482.1
K-12 School,1,63600,94,0,100,44.6,343,821519.9,50205.5,239.2
K-12 School,1,24210,98,0,100,50.9,5474.6,200394,8242.6,87.1
K-12 School,1,84100,94,1,100,72.4,42482.4,534399.9,19370.4,381.1
K-12 School,1,138125,94,1,100,80,11425.1,1066399.8,3020.3,833.5
K-12 School,1,194400,45,1,100,59.9,667.9,1276799.8,3384.6,908.5
K-12 School,1,289400,87,1,100,74.8,144851,1709199.7,5311.5,1362.6
K-12 School,1,99600,59,1,100,63.5,2711.1,423200,10432.8,484
K-12 School,1,100800,62,1,100,54.6,3871,407063.9,4750.7,418.9
K-12 School,1,123600,60,1,100,40.5,46158.4,105200,2.8,277.4
K-12 School,1,115200,61,1,100,75.2,2006,474926.2,12963.3,663.4
K-12 School,1,240000,62,1,100,57.2,103644.7,962399.9,1720,833.4
K-12 School,1,27660,94,1,100,48.4,1625.6,339788.7,2065.7,107.8
K-12 School,1,86500,111,1,100,66.9,30106.8,689599.9,7479.9,390.6
K-12 School,1,145325,66,1,100,58.4,1608.7,626999.9,7997,648.5
K-12 School,1,165600,108,1,100,53.5,51549.4,939412.2,4871.7,582.1
K-12 School,1,192175,71,1,100,48.9,62641.4,918399.9,2065.8,597.7
K-12 School,1,54000,94,0,100,48.8,7391.2,555199.9,6899.6,199.7
K-12 School,1,273066,16,1,100,51.4,47984.2,2207999.8,8949.1,1018.5
K-12 School,1,128525,83,1,100,82.7,2504.9,667599.9,5762.2,816.4
K-12 School,1,75070,89,1,100,70.9,35466.5,423679.9,9245,337.8
K-12 School,1,194208,11,1,100,90.8,40580,3971999.8,6722,1364.1
K-12 School,1,361820,96,1,100,64.9,1024,1308281.4,44330,1640.2
K-12 School,1,48953,116,1,100,71.7,11236.5,686902.7,3022.9,261.1
K-12 School,1,50060,11,1,100,98.2,299,762129.6,8220.2,373.8
K-12 School,1,143722,87,1,100,97.7,30079,1239003.6,7403.2,1024.1
K-12 School,1,45600,22,1,100,74.8,14773.9,503044.1,5868.9,239.3
K-12 School,1,141600,54,1,100,59.9,316,501439.9,0,654.1
K-12 School,1,187200,17,1,100,74.4,73072.4,1651482.5,26026.6,938.2
K-12 School,1,111600,90,1,100,61,47616.5,408086.7,6860.5,418.6
K-12 School,1,92500,68,1,100,78.6,655,708319.9,6310.7,563.6
K-12 School,1,360000,60,1,100,50.3,1123,1286399.9,15826.5,1387.3
K-12 School,1,274800,95,1,100,80.1,177975.6,1229199.9,13175.6,1301.3
K-12 School,1,176400,37,1,100,63.9,59627.5,1605622.2,17033.6,773.5
K-12 School,1,31000,94,1,100,72.6,16509.7,169200,2758.7,137.8
K-12 School,1,18000,94,1,100,60.7,5957.5,145885.9,1076.1,73.9
K-12 School,1,47155,123,1,100,79.8,20789.8,246710.2,0,243.9
K-12 School,1,317000,61,1,100,63.4,3435,1262173.2,3782.8,1546.5
K-12 School,1,371973,64,1,100,44.8,5858,1096759.9,4728.5,1275.8
K-12 School,1,103325,61,1,100,62.3,42829.1,618909.2,106.3,408.4
K-12 School,1,92500,56,1,100,65,2867.7,448559.9,4346.9,460.8
K-12 School,1,59592,18,1,100,61.3,19105.8,511999.9,4632.9,249.2
K-12 School,1,104400,16,1,100,76.4,35823.3,1018585.2,5129.5,552.5
K-12 School,1,100925,58,1,100,91.6,42278.2,392619.7,5707.1,614.4
K-12 School,1,96100,115,1,100,56.7,10,495999.9,8047.5,422.2
K-12 School,1,175202,84,1,100,58.9,69948.7,895907.2,8646.4,655.9
K-12 School,1,159775,123,1,100,27.3,374,519199.9,8.1,344
K-12 School,1,160975,66,1,100,70.1,81704.9,711359.9,14137.8,689.5
K-12 School,1,85300,104,1,100,90.5,61834.2,360239.9,221,455.1
K-12 School,1,272912,62,1,100,37.7,47926,1607199.9,5.6,719
K-12 School,1,84100,24,1,100,86.4,40084.5,782869.2,5271.2,480.7
K-12 School,1,204000,62,1,100,62.8,92844,1009599.9,9556,789.2
K-12 School,1,62480,23,1,100,32.5,9303.9,324800,50.5,142.8
K-12 School,1,67280,20,1,100,74.7,23713.9,775199.9,3028.1,350.4
K-12 School,1,27600,94,1,100,81.4,7335.2,439923.9,1975.3,166.8
K-12 School,1,63330,15,1,100,41.2,365,754337.9,1583.6,219.9
K-12 School,1,110400,129,1,100,80.7,56579.1,541799.9,0,565.6
K-12 School,1,75600,111,1,100,79.4,46063.4,408480,21.8,362.8
K-12 School,1,147600,90,1,100,64.8,66741.3,748488.5,2164.2,601
K-12 School,1,42000,119,1,100,61.2,957,233680,5749.7,199
K-12 School,1,128400,94,1,100,78.7,76490.7,520799.9,231.3,605.6
K-12 School,1,96000,60,1,100,70.5,45757.1,370600,336467.4,418.5
K-12 School,1,73200,81,1,100,76.5,33850.2,642381.4,8831,366.5
K-12 School,1,120125,89,1,100,70.4,50851,741999.9,5596.1,546.1
K-12 School,1,92639,88,1,100,87.1,53260.3,630978.8,6236.6,508
K-12 School,1,82900,81,1,100,65.6,0,401759.9,7250.7,418.1
K-12 School,1,92500,66,1,100,64.1,2338,196246.5,7751.3,411.1
K-12 School,1,30595,89,1,100,75,15953.8,199858.8,3965.2,143.6
Office,1,111725,64,1,100,48,7209.3,1359999.8,4388.6,431.5
K-12 School,1,139325,64,1,100,77.2,81350.3,755722.1,10369,653
K-12 School,1,149900,13,1,100,77.2,39853.9,2222399.7,1443.7,854.1
K-12 School,1,98366,12,1,100,58.3,5806.5,1362107.5,8291.6,462.4
K-12 School,1,183600,94,1,100,105,73362.6,3471928,7971.8,1400
